"Date","Price","Open","High","Low","Vol.","Change %"
"12/01/2022","1,304.23","1,301.72","1,308.23","1,295.15","","0.20%"
"11/30/2022","1,301.65","1,325.67","1,330.01","1,300.60","","-1.79%"
"11/29/2022","1,325.36","1,341.53","1,342.89","1,322.84","","-1.07%"
"11/28/2022","1,339.75","1,335.95","1,342.87","1,332.43","","0.39%"
"11/25/2022","1,334.48","1,328.03","1,336.78","1,319.27","","0.59%"
"11/24/2022","1,326.69","1,337.09","1,340.75","1,324.12","","-0.76%"
"11/23/2022","1,336.85","1,353.01","1,355.86","1,335.96","","-1.17%"
"11/22/2022","1,352.65","1,359.61","1,362.97","1,351.01","","-0.49%"
"11/21/2022","1,359.30","1,341.55","1,362.64","1,341.44","","1.46%"
"11/18/2022","1,339.71","1,342.99","1,344.94","1,335.85","","-0.22%"
"11/17/2022","1,342.65","1,337.00","1,352.56","1,330.45","","0.45%"
"11/16/2022","1,336.65","1,316.56","1,339.09","1,315.17","","1.55%"
"11/15/2022","1,316.21","1,324.27","1,327.51","1,308.13","","-0.58%"
"11/14/2022","1,323.87","1,319.50","1,332.06","1,309.20","","0.77%"
"11/11/2022","1,313.69","1,350.14","1,350.69","1,313.20","","-2.68%"
"11/10/2022","1,349.82","1,371.30","1,383.94","1,349.41","","-1.55%"
"11/09/2022","1,371.13","1,375.04","1,380.48","1,357.22","","-0.28%"
"11/08/2022","1,375.03","1,393.43","1,395.30","1,370.43","","-1.25%"
"11/07/2022","1,392.44","1,411.80","1,413.26","1,390.20","","-0.77%"
"11/04/2022","1,403.29","1,424.06","1,429.45","1,401.05","","-1.43%"
"11/03/2022","1,423.70","1,424.95","1,428.78","1,417.83","","0.80%"
"11/02/2022","1,412.45","1,417.08","1,421.40","1,409.67","","-0.30%"
"11/01/2022","1,416.73","1,427.03","1,429.59","1,411.77","","-0.64%"
"10/31/2022","1,425.83","1,422.05","1,429.69","1,418.31","","0.29%"
"10/28/2022","1,421.66","1,421.67","1,428.10","1,414.22","","0.03%"
"10/27/2022","1,421.23","1,412.86","1,425.51","1,411.96","","0.62%"
"10/26/2022","1,412.52","1,427.26","1,432.60","1,410.45","","-1.01%"
"10/25/2022","1,426.92","1,444.94","1,445.36","1,424.59","","-1.23%"
"10/24/2022","1,444.63","1,431.05","1,446.62","1,428.58","","1.14%"
"10/21/2022","1,428.32","1,430.59","1,444.59","1,428.51","","-0.13%"
"10/20/2022","1,430.20","1,435.17","1,436.85","1,422.35","","-0.33%"
"10/19/2022","1,434.88","1,425.34","1,437.07","1,413.44","","0.69%"
"10/18/2022","1,425.02","1,431.69","1,432.51","1,418.37","","-0.40%"
"10/17/2022","1,430.71","1,442.45","1,442.70","1,429.25","","-0.68%"
"10/14/2022","1,440.44","1,430.60","1,442.39","1,424.85","","0.68%"
"10/13/2022","1,430.69","1,424.90","1,444.09","1,423.48","","0.44%"
"10/12/2022","1,424.49","1,431.81","1,436.55","1,422.37","","-0.48%"
"10/11/2022","1,431.42","1,428.97","1,438.69","1,427.03","","0.27%"
"10/10/2022","1,427.61","1,421.95","1,430.77","1,421.95","","0.19%"
"10/07/2022","1,424.94","1,408.62","1,425.57","1,402.00","","1.18%"
"10/06/2022","1,408.31","1,417.05","1,417.62","1,397.24","","-0.52%"
"10/05/2022","1,415.63","1,416.34","1,424.23","1,410.05","","0.01%"
"10/04/2022","1,415.53","1,432.57","1,436.61","1,416.11","","-1.25%"
"10/03/2022","1,433.45","1,440.23","1,445.78","1,433.78","","-0.45%"
"09/30/2022","1,439.96","1,430.42","1,442.34","1,427.98","","0.70%"
"09/29/2022","1,429.99","1,424.21","1,442.17","1,422.57","","0.39%"
"09/28/2022","1,424.48","1,426.67","1,445.64","1,424.80","","-0.13%"
"09/27/2022","1,426.32","1,430.62","1,432.10","1,419.02","","-0.27%"
"09/26/2022","1,430.19","1,421.30","1,435.20","1,419.35","","0.62%"
"09/23/2022","1,421.34","1,407.07","1,423.80","1,404.04","","1.22%"
"09/22/2022","1,404.23","1,397.73","1,414.86","1,396.36","","0.47%"
"09/21/2022","1,397.71","1,392.91","1,398.86","1,388.40","","0.37%"
"09/20/2022","1,392.50","1,390.33","1,395.27","1,387.26","","0.17%"
"09/19/2022","1,390.08","1,385.95","1,396.47","1,384.00","","0.38%"
"09/16/2022","1,384.77","1,397.70","1,399.31","1,383.20","","-0.98%"
"09/15/2022","1,398.41","1,391.44","1,400.38","1,390.00","","0.53%"
"09/14/2022","1,391.01","1,392.37","1,396.25","1,388.88","","-0.26%"
"09/13/2022","1,394.68","1,375.25","1,395.26","1,371.40","","1.46%"
"09/12/2022","1,374.63","1,380.06","1,384.25","1,373.04","","-0.37%"
"09/09/2022","1,379.77","1,384.88","1,385.60","1,374.16","","-0.35%"
"09/08/2022","1,384.55","1,375.39","1,387.75","1,374.41","","0.54%"
"09/07/2022","1,377.11","1,378.52","1,391.28","1,377.12","","0.00%"
"09/06/2022","1,377.07","1,370.53","1,381.11","1,364.35","","0.56%"
"09/05/2022","1,369.39","1,363.68","1,375.00","1,361.32","","0.61%"
"09/02/2022","1,361.15","1,356.79","1,364.86","1,352.23","","0.39%"
"09/01/2022","1,355.82","1,341.76","1,359.50","1,341.10","","1.09%"
"08/31/2022","1,341.19","1,350.55","1,352.58","1,337.60","","-0.64%"
"08/30/2022","1,349.77","1,345.98","1,353.54","1,344.47","","0.31%"
"08/29/2022","1,345.62","1,342.18","1,352.30","1,342.03","","0.28%"
"08/26/2022","1,341.81","1,334.97","1,342.83","1,328.26","","0.56%"
"08/25/2022","1,334.32","1,340.96","1,342.42","1,333.36","","-0.47%"
"08/24/2022","1,340.60","1,339.54","1,344.81","1,337.75","","0.11%"
"08/23/2022","1,339.17","1,343.73","1,347.01","1,334.64","","-0.32%"
"08/22/2022","1,343.43","1,335.78","1,346.82","1,334.29","","0.59%"
"08/19/2022","1,335.61","1,327.23","1,338.42","1,324.15","","0.66%"
"08/18/2022","1,326.84","1,315.25","1,329.42","1,312.55","","0.91%"
"08/17/2022","1,314.88","1,311.40","1,317.88","1,308.20","","0.29%"
"08/16/2022","1,311.04","1,313.55","1,314.22","1,307.77","","0.04%"
"08/15/2022","1,310.52","1,302.34","1,312.60","1,302.16","","0.71%"
"08/12/2022","1,301.31","1,307.05","1,307.62","1,299.35","","-0.29%"
"08/11/2022","1,305.14","1,297.53","1,305.68","1,296.48","","0.60%"
"08/10/2022","1,297.33","1,307.52","1,312.06","1,297.49","","-0.67%"
"08/09/2022","1,306.14","1,300.11","1,308.74","1,299.39","","0.54%"
"08/08/2022","1,299.10","1,303.71","1,307.49","1,298.71","","-0.24%"
"08/05/2022","1,302.24","1,302.81","1,305.85","1,294.54","","-0.01%"
"08/04/2022","1,302.41","1,308.23","1,312.49","1,301.85","","-0.41%"
"08/03/2022","1,307.82","1,315.30","1,315.99","1,306.40","","-0.30%"
"08/02/2022","1,311.82","1,307.74","1,313.33","1,304.20","","0.34%"
"08/01/2022","1,307.33","1,303.29","1,309.99","1,301.09","","0.33%"
"07/29/2022","1,302.97","1,296.07","1,309.40","1,295.55","","0.58%"
"07/28/2022","1,295.47","1,306.37","1,309.68","1,296.07","","-0.81%"
"07/27/2022","1,306.08","1,311.03","1,316.68","1,305.74","","-0.31%"
"07/26/2022","1,310.10","1,311.47","1,313.60","1,306.75","","-0.08%"
"07/25/2022","1,311.12","1,310.61","1,313.97","1,307.33","","0.08%"
"07/22/2022","1,310.01","1,306.66","1,316.22","1,306.22","","0.29%"
"07/21/2022","1,306.16","1,313.70","1,316.88","1,306.55","","-0.53%"
"07/20/2022","1,313.10","1,304.38","1,314.22","1,302.36","","0.61%"
"07/19/2022","1,305.12","1,319.20","1,320.00","1,305.38","","-1.00%"
"07/18/2022","1,318.30","1,319.15","1,322.13","1,312.97","","0.04%"
"07/15/2022","1,317.74","1,317.58","1,329.58","1,316.60","","0.10%"
"07/14/2022","1,316.41","1,305.10","1,327.32","1,303.55","","0.90%"
"07/13/2022","1,304.73","1,306.45","1,310.83","1,301.75","","-0.04%"
"07/12/2022","1,305.21","1,311.16","1,316.73","1,305.01","","-0.43%"
"07/11/2022","1,310.81","1,294.79","1,314.39","1,294.62","","1.25%"
"07/08/2022","1,294.68","1,297.97","1,303.68","1,292.29","","-0.23%"
"07/07/2022","1,297.62","1,305.14","1,308.74","1,295.90","","-0.55%"
"07/06/2022","1,304.79","1,309.10","1,311.02","1,302.81","","-0.32%"
"07/05/2022","1,308.95","1,296.05","1,315.57","1,293.68","","1.01%"
"07/04/2022","1,295.87","1,298.92","1,300.16","1,292.05","","-0.22%"
"07/01/2022","1,298.67","1,288.05","1,302.80","1,287.80","","0.87%"
"06/30/2022","1,287.51","1,301.96","1,304.24","1,287.36","","-1.11%"
"06/29/2022","1,301.90","1,292.43","1,302.80","1,289.34","","0.76%"
"06/28/2022","1,292.06","1,286.63","1,293.00","1,281.47","","0.45%"
"06/27/2022","1,286.31","1,289.28","1,293.35","1,280.59","","-0.20%"
"06/24/2022","1,288.89","1,300.14","1,302.32","1,288.11","","-0.84%"
"06/23/2022","1,299.81","1,297.69","1,307.92","1,296.32","","0.17%"
"06/22/2022","1,297.58","1,292.09","1,305.26","1,290.69","","0.45%"
"06/21/2022","1,291.72","1,292.55","1,294.29","1,287.35","","0.01%"
"06/20/2022","1,291.54","1,291.50","1,296.26","1,287.91","","0.02%"
"06/17/2022","1,291.26","1,288.57","1,296.67","1,282.29","","0.24%"
"06/16/2022","1,288.23","1,278.38","1,296.59","1,277.06","","0.81%"
"06/15/2022","1,277.90","1,289.92","1,293.72","1,278.02","","-0.90%"
"06/14/2022","1,289.57","1,291.88","1,292.65","1,285.25","","-0.16%"
"06/13/2022","1,291.68","1,279.43","1,294.37","1,278.88","","0.97%"
"06/10/2022","1,279.32","1,264.38","1,283.85","1,263.14","","1.21%"
"06/09/2022","1,264.04","1,257.22","1,267.19","1,253.34","","0.58%"
"06/08/2022","1,256.81","1,254.85","1,258.92","1,253.17","","0.20%"
"06/07/2022","1,254.36","1,254.80","1,260.15","1,253.06","","-0.01%"
"06/06/2022","1,254.45","1,251.87","1,255.71","1,248.23","","0.31%"
"06/03/2022","1,250.58","1,241.14","1,252.24","1,238.47","","0.83%"
"06/02/2022","1,240.32","1,247.23","1,255.04","1,240.67","","-0.53%"
"06/01/2022","1,246.89","1,242.48","1,248.58","1,240.29","","0.37%"
"05/31/2022","1,242.26","1,235.60","1,243.89","1,234.72","","0.60%"
"05/30/2022","1,234.85","1,251.10","1,253.58","1,234.55","","-1.37%"
"05/27/2022","1,251.99","1,260.29","1,262.13","1,248.86","","-0.64%"
"05/26/2022","1,260.02","1,266.55","1,269.73","1,259.35","","-0.50%"
"05/25/2022","1,266.41","1,261.14","1,271.95","1,260.05","","0.43%"
"05/24/2022","1,261.03","1,258.87","1,266.72","1,258.21","","0.25%"
"05/23/2022","1,257.88","1,270.41","1,272.97","1,258.37","","-1.23%"
"05/20/2022","1,273.59","1,263.99","1,277.18","1,263.05","","0.87%"
"05/19/2022","1,262.61","1,276.00","1,280.63","1,261.35","","-1.00%"
"05/18/2022","1,275.33","1,266.80","1,276.98","1,263.93","","0.70%"
"05/17/2022","1,266.50","1,280.64","1,281.45","1,264.02","","-1.08%"
"05/16/2022","1,280.38","1,278.57","1,286.56","1,276.16","","0.15%"
"05/13/2022","1,278.45","1,290.87","1,291.74","1,278.22","","-0.95%"
"05/12/2022","1,290.72","1,279.14","1,293.14","1,278.47","","0.91%"
"05/11/2022","1,279.03","1,276.63","1,280.55","1,272.35","","0.20%"
"05/10/2022","1,276.48","1,275.01","1,278.95","1,271.37","","0.17%"
"05/09/2022","1,274.28","1,270.41","1,278.36","1,270.29","","0.34%"
"05/06/2022","1,269.99","1,269.57","1,276.47","1,266.98","","0.06%"
"05/05/2022","1,269.20","1,251.53","1,274.37","1,250.42","","1.41%"
"05/04/2022","1,251.51","1,260.95","1,267.49","1,250.62","","-0.70%"
"05/03/2022","1,260.35","1,267.64","1,268.77","1,260.12","","-0.56%"
"05/02/2022","1,267.51","1,264.65","1,270.75","1,262.88","","0.35%"
"04/29/2022","1,263.03","1,272.38","1,273.06","1,254.87","","-0.71%"
"04/28/2022","1,272.11","1,266.40","1,276.55","1,264.27","","0.46%"
"04/27/2022","1,266.27","1,260.98","1,270.72","1,260.89","","0.44%"
"04/26/2022","1,260.67","1,250.22","1,261.43","1,245.14","","0.85%"
"04/25/2022","1,250.10","1,244.40","1,253.76","1,243.63","","0.48%"
"04/22/2022","1,244.11","1,242.34","1,247.45","1,238.45","","0.10%"
"04/21/2022","1,242.81","1,233.98","1,244.95","1,233.86","","0.74%"
"04/20/2022","1,233.66","1,239.81","1,241.04","1,232.37","","-0.47%"
"04/19/2022","1,239.53","1,235.45","1,242.67","1,233.17","","0.35%"
"04/18/2022","1,235.22","1,229.09","1,235.81","1,228.88","","0.57%"
"04/15/2022","1,228.19","1,230.26","1,232.11","1,227.01","","-0.16%"
"04/14/2022","1,230.15","1,223.37","1,231.57","1,222.61","","0.57%"
"04/13/2022","1,223.23","1,228.15","1,231.70","1,221.71","","-0.39%"
"04/12/2022","1,228.08","1,234.90","1,238.63","1,224.51","","-0.51%"
"04/11/2022","1,234.32","1,228.95","1,236.82","1,228.95","","0.42%"
"04/08/2022","1,229.19","1,222.76","1,230.87","1,221.28","","0.54%"
"04/07/2022","1,222.55","1,217.60","1,223.95","1,216.37","","0.42%"
"04/06/2022","1,217.48","1,218.82","1,221.96","1,215.85","","-0.06%"
"04/05/2022","1,218.22","1,214.49","1,220.32","1,210.31","","0.37%"
"04/04/2022","1,213.75","1,219.80","1,220.26","1,213.53","","-0.49%"
"04/01/2022","1,219.73","1,215.13","1,220.27","1,214.39","","0.46%"
"03/31/2022","1,214.17","1,210.51","1,215.47","1,208.16","","0.32%"
"03/30/2022","1,210.31","1,208.19","1,213.22","1,207.06","","0.25%"
"03/29/2022","1,207.35","1,223.82","1,225.12","1,207.27","","-1.33%"
"03/28/2022","1,223.65","1,224.40","1,227.87","1,222.26","","-0.12%"
"03/25/2022","1,225.08","1,221.00","1,226.31","1,216.36","","0.45%"
"03/24/2022","1,219.58","1,219.02","1,225.05","1,217.11","","0.08%"
"03/23/2022","1,218.62","1,215.19","1,219.80","1,210.91","","0.29%"
"03/22/2022","1,215.07","1,218.82","1,223.92","1,214.51","","-0.20%"
"03/21/2022","1,217.55","1,211.55","1,219.24","1,210.39","","0.53%"
"03/18/2022","1,211.15","1,210.58","1,217.26","1,207.01","","0.10%"
"03/17/2022","1,209.89","1,224.96","1,227.71","1,207.83","","-1.26%"
"03/16/2022","1,225.35","1,241.66","1,244.05","1,225.32","","-1.23%"
"03/15/2022","1,240.62","1,242.01","1,247.36","1,239.30","","0.00%"
"03/14/2022","1,240.64","1,237.10","1,242.82","1,234.68","","0.29%"
"03/11/2022","1,237.08","1,228.76","1,237.91","1,228.23","","0.67%"
"03/10/2022","1,228.83","1,223.24","1,231.74","1,223.13","","0.47%"
"03/09/2022","1,223.13","1,233.64","1,235.95","1,222.75","","-0.84%"
"03/08/2022","1,233.53","1,232.26","1,238.83","1,227.97","","0.11%"
"03/07/2022","1,232.14","1,221.65","1,233.47","1,220.05","","1.21%"
"03/04/2022","1,217.45","1,206.93","1,219.78","1,206.35","","0.99%"
"03/03/2022","1,205.54","1,203.26","1,209.29","1,202.18","","0.20%"
"03/02/2022","1,203.16","1,205.42","1,208.99","1,201.98","","-0.18%"
"03/01/2022","1,205.32","1,201.18","1,206.37","1,197.68","","0.43%"
"02/28/2022","1,200.12","1,207.65","1,208.97","1,200.76","","0.21%"
"02/25/2022","1,197.57","1,206.11","1,206.90","1,197.73","","-0.70%"
"02/24/2022","1,206.05","1,192.60","1,211.47","1,191.93","","1.14%"
"02/23/2022","1,192.44","1,193.03","1,194.35","1,189.64","","0.05%"
"02/22/2022","1,191.90","1,194.60","1,196.60","1,190.74","","-0.15%"
"02/21/2022","1,193.68","1,198.30","1,199.72","1,189.73","","-0.16%"
"02/18/2022","1,195.59","1,198.76","1,199.55","1,192.95","","-0.25%"
"02/17/2022","1,198.63","1,196.69","1,200.05","1,194.44","","0.18%"
"02/16/2022","1,196.53","1,196.87","1,199.57","1,195.22","","-0.02%"
"02/15/2022","1,196.76","1,197.45","1,200.60","1,195.28","","-0.05%"
"02/14/2022","1,197.32","1,200.10","1,200.17","1,193.93","","-0.18%"
"02/11/2022","1,199.48","1,200.11","1,201.87","1,193.23","","-0.03%"
"02/10/2022","1,199.83","1,194.17","1,200.65","1,193.42","","0.48%"
"02/09/2022","1,194.05","1,196.40","1,197.47","1,193.01","","-0.19%"
"02/08/2022","1,196.35","1,196.92","1,200.38","1,196.21","","-0.04%"
"02/07/2022","1,196.87","1,199.00","1,201.09","1,196.72","","-0.12%"
"02/04/2022","1,198.25","1,200.65","1,202.05","1,196.81","","-0.10%"
"02/03/2022","1,199.47","1,200.36","1,207.19","1,198.68","","0.00%"
"02/02/2022","1,199.46","1,202.47","1,204.41","1,198.83","","-0.24%"
"02/01/2022","1,202.31","1,204.75","1,208.01","1,201.62","","-0.19%"
"01/31/2022","1,204.63","1,209.71","1,212.92","1,204.21","","-0.41%"
"01/28/2022","1,209.56","1,203.82","1,213.87","1,203.65","","0.48%"
"01/27/2022","1,203.77","1,200.75","1,205.79","1,200.15","","0.56%"
"01/26/2022","1,197.03","1,196.35","1,198.51","1,194.28","","0.06%"
"01/25/2022","1,196.35","1,195.69","1,199.93","1,195.17","","0.06%"
"01/24/2022","1,195.59","1,193.30","1,197.90","1,192.49","","0.26%"
"01/21/2022","1,192.51","1,192.49","1,195.05","1,190.14","","0.01%"
"01/20/2022","1,192.42","1,188.21","1,193.88","1,187.19","","0.36%"
"01/19/2022","1,188.13","1,193.03","1,193.95","1,186.66","","-0.38%"
"01/18/2022","1,192.69","1,190.98","1,194.34","1,185.93","","0.23%"
"01/17/2022","1,189.99","1,190.55","1,194.13","1,189.49","","-0.01%"
"01/14/2022","1,190.07","1,186.77","1,192.42","1,185.67","","0.33%"
"01/13/2022","1,186.11","1,185.96","1,189.95","1,184.04","","0.02%"
"01/12/2022","1,185.87","1,190.55","1,193.20","1,185.12","","-0.54%"
"01/11/2022","1,192.31","1,198.14","1,198.60","1,192.30","","-0.48%"
"01/10/2022","1,198.04","1,198.20","1,201.81","1,195.96","","0.03%"
"01/07/2022","1,197.63","1,205.03","1,205.78","1,197.32","","-0.61%"
"01/06/2022","1,204.95","1,200.65","1,207.11","1,197.20","","0.56%"
"01/05/2022","1,198.20","1,197.54","1,200.18","1,195.91","","0.06%"
"01/04/2022","1,197.49","1,194.77","1,199.49","1,192.75","","0.38%"
"01/03/2022","1,193.00","1,189.80","1,193.86","1,187.55","","0.42%"
"12/31/2021","1,187.96","1,190.22","1,191.32","1,186.67","","-0.12%"
"12/30/2021","1,189.36","1,184.79","1,190.72","1,182.75","","0.39%"
"12/29/2021","1,184.70","1,188.14","1,188.59","1,184.06","","-0.29%"
"12/28/2021","1,188.09","1,186.59","1,189.39","1,185.32","","0.21%"
"12/27/2021","1,185.61","1,187.10","1,188.63","1,185.02","","-0.03%"
"12/24/2021","1,185.99","1,185.64","1,188.40","1,184.69","","0.04%"
"12/23/2021","1,185.55","1,187.94","1,190.76","1,184.89","","-0.39%"
"12/22/2021","1,190.21","1,190.43","1,192.98","1,189.50","","-0.04%"
"12/21/2021","1,190.67","1,189.96","1,193.82","1,189.00","","0.10%"
"12/20/2021","1,189.53","1,188.10","1,192.67","1,186.79","","0.15%"
"12/17/2021","1,187.70","1,186.39","1,188.63","1,180.03","","0.12%"
"12/16/2021","1,186.29","1,185.41","1,188.86","1,181.63","","0.15%"
"12/15/2021","1,184.57","1,185.24","1,190.22","1,183.93","","-0.05%"
"12/14/2021","1,185.19","1,185.11","1,186.38","1,180.97","","0.02%"
"12/13/2021","1,184.91","1,180.97","1,186.16","1,177.03","","0.34%"
"12/10/2021","1,180.86","1,178.27","1,182.83","1,176.40","","0.23%"
"12/09/2021","1,178.15","1,173.42","1,179.37","1,172.62","","0.25%"
"12/08/2021","1,175.19","1,176.85","1,179.32","1,175.12","","-0.13%"
"12/07/2021","1,176.73","1,180.66","1,184.03","1,176.56","","-0.32%"
"12/06/2021","1,180.54","1,184.85","1,186.49","1,179.70","","0.05%"
"12/03/2021","1,180.00","1,176.86","1,183.63","1,175.83","","0.28%"
"12/02/2021","1,176.74","1,177.06","1,179.36","1,173.32","","-0.02%"
"12/01/2021","1,176.93","1,182.84","1,185.49","1,173.33","","-0.49%"
"11/30/2021","1,182.71","1,190.97","1,191.74","1,182.26","","-0.67%"
"11/29/2021","1,190.69","1,195.80","1,196.00","1,189.90","","-0.31%"
"11/26/2021","1,194.43","1,190.24","1,196.26","1,189.74","","0.36%"
"11/25/2021","1,190.16","1,188.81","1,192.28","1,187.82","","0.12%"
"11/24/2021","1,188.77","1,190.07","1,190.79","1,185.02","","-0.03%"
"11/23/2021","1,189.08","1,190.57","1,192.47","1,187.06","","-0.08%"
"11/22/2021","1,190.08","1,188.76","1,191.37","1,184.82","","0.25%"
"11/19/2021","1,187.10","1,182.99","1,187.67","1,181.16","","0.40%"
"11/18/2021","1,182.37","1,180.59","1,187.76","1,177.92","","0.16%"
"11/17/2021","1,180.46","1,183.99","1,186.97","1,179.59","","-0.29%"
"11/16/2021","1,183.85","1,183.56","1,185.80","1,175.30","","0.04%"
"11/15/2021","1,183.42","1,179.95","1,184.78","1,177.17","","0.36%"
"11/12/2021","1,179.20","1,182.45","1,184.10","1,176.31","","-0.27%"
"11/11/2021","1,182.39","1,185.15","1,187.30","1,178.17","","-0.22%"
"11/10/2021","1,185.04","1,178.51","1,186.15","1,176.83","","0.56%"
"11/09/2021","1,178.40","1,180.95","1,182.10","1,173.36","","-0.21%"
"11/08/2021","1,180.84","1,181.51","1,186.74","1,178.93","","-0.02%"
"11/05/2021","1,181.05","1,185.97","1,188.43","1,181.21","","-0.40%"
"11/04/2021","1,185.75","1,178.89","1,188.80","1,176.94","","0.59%"
"11/03/2021","1,178.78","1,178.59","1,185.95","1,177.99","","0.03%"
"11/02/2021","1,178.48","1,177.56","1,179.91","1,174.03","","0.09%"
"11/01/2021","1,177.45","1,174.61","1,179.89","1,173.28","","0.25%"
"10/29/2021","1,174.47","1,168.46","1,177.08","1,167.81","","0.52%"
"10/28/2021","1,168.44","1,172.17","1,174.71","1,166.07","","-0.31%"
"10/27/2021","1,172.05","1,168.06","1,174.09","1,165.45","","0.35%"
"10/26/2021","1,167.95","1,168.13","1,170.47","1,163.75","","-0.01%"
"10/25/2021","1,168.02","1,177.45","1,178.96","1,166.96","","-0.80%"
"10/22/2021","1,177.48","1,177.87","1,181.71","1,173.64","","-0.03%"
"10/21/2021","1,177.78","1,175.81","1,180.03","1,172.99","","0.18%"
"10/20/2021","1,175.63","1,175.61","1,179.26","1,172.01","","0.04%"
"10/19/2021","1,175.13","1,185.89","1,186.03","1,173.73","","-0.87%"
"10/18/2021","1,185.47","1,182.49","1,188.86","1,182.39","","0.29%"
"10/15/2021","1,182.07","1,182.23","1,185.32","1,180.87","","0.03%"
"10/14/2021","1,181.69","1,186.87","1,190.94","1,181.76","","-0.38%"
"10/13/2021","1,186.18","1,197.92","1,199.49","1,186.30","","-0.93%"
"10/12/2021","1,197.29","1,195.75","1,200.90","1,195.38","","0.17%"
"10/11/2021","1,195.30","1,196.54","1,196.99","1,191.89","","-0.12%"
"10/08/2021","1,196.79","1,191.33","1,197.62","1,190.35","","0.50%"
"10/07/2021","1,190.88","1,190.74","1,192.08","1,188.15","","0.06%"
"10/06/2021","1,190.21","1,186.69","1,197.94","1,185.90","","0.31%"
"10/05/2021","1,186.48","1,184.46","1,189.12","1,183.84","","0.20%"
"10/04/2021","1,184.12","1,179.90","1,185.97","1,178.41","","0.32%"
"10/01/2021","1,180.35","1,184.78","1,189.05","1,179.20","","-0.33%"
"09/30/2021","1,184.23","1,187.93","1,189.38","1,180.22","","-0.24%"
"09/29/2021","1,187.11","1,188.03","1,189.26","1,181.21","","0.00%"
"09/28/2021","1,187.16","1,177.09","1,188.67","1,176.37","","0.78%"
"09/27/2021","1,177.94","1,179.95","1,182.46","1,173.98","","-0.15%"
"09/24/2021","1,179.68","1,174.84","1,182.05","1,171.81","","0.43%"
"09/23/2021","1,174.63","1,181.99","1,186.62","1,170.36","","-0.60%"
"09/22/2021","1,181.75","1,184.41","1,185.53","1,178.25","","-0.19%"
"09/21/2021","1,183.96","1,187.39","1,188.62","1,182.66","","-0.14%"
"09/20/2021","1,185.67","1,181.56","1,192.41","1,181.47","","0.42%"
"09/17/2021","1,180.69","1,175.37","1,182.81","1,174.24","","0.47%"
"09/16/2021","1,175.19","1,166.39","1,176.94","1,165.21","","0.77%"
"09/15/2021","1,166.23","1,172.41","1,174.70","1,164.77","","-0.51%"
"09/14/2021","1,172.23","1,173.44","1,175.21","1,166.38","","-0.05%"
"09/13/2021","1,172.83","1,170.38","1,177.53","1,170.02","","0.22%"
"09/10/2021","1,170.23","1,169.81","1,174.13","1,164.84","","0.05%"
"09/09/2021","1,169.64","1,167.14","1,172.22","1,166.05","","0.27%"
"09/08/2021","1,166.54","1,162.16","1,168.83","1,161.15","","0.39%"
"09/07/2021","1,161.98","1,157.33","1,166.02","1,155.00","","0.43%"
"09/06/2021","1,157.04","1,155.75","1,159.97","1,154.53","","0.24%"
"09/03/2021","1,154.28","1,158.23","1,159.72","1,152.54","","-0.33%"
"09/02/2021","1,158.05","1,156.08","1,162.44","1,155.05","","0.22%"
"09/01/2021","1,155.47","1,158.95","1,160.64","1,154.53","","-0.28%"
"08/31/2021","1,158.73","1,166.07","1,167.43","1,155.18","","-0.48%"
"08/30/2021","1,164.34","1,162.33","1,167.71","1,161.88","","0.27%"
"08/27/2021","1,161.23","1,170.71","1,174.76","1,160.89","","-0.79%"
"08/26/2021","1,170.53","1,164.05","1,172.01","1,162.97","","0.57%"
"08/25/2021","1,163.87","1,164.02","1,169.37","1,162.92","","0.02%"
"08/24/2021","1,163.65","1,169.07","1,171.57","1,163.11","","-0.49%"
"08/23/2021","1,169.36","1,175.24","1,177.56","1,167.43","","-0.49%"
"08/20/2021","1,175.15","1,176.46","1,184.85","1,171.22","","-0.10%"
"08/19/2021","1,176.28","1,170.28","1,178.40","1,169.66","","0.53%"
"08/18/2021","1,170.03","1,177.44","1,179.94","1,166.89","","-0.62%"
"08/17/2021","1,177.30","1,165.45","1,179.80","1,164.61","","1.03%"
"08/16/2021","1,165.28","1,162.37","1,168.81","1,161.47","","0.34%"
"08/13/2021","1,161.37","1,163.16","1,171.15","1,160.38","","-0.14%"
"08/12/2021","1,162.98","1,154.16","1,166.15","1,152.97","","0.78%"
"08/11/2021","1,153.98","1,152.90","1,159.70","1,151.89","","0.11%"
"08/10/2021","1,152.70","1,147.07","1,154.29","1,145.78","","0.51%"
"08/09/2021","1,146.89","1,145.93","1,148.87","1,142.35","","0.17%"
"08/06/2021","1,144.93","1,142.95","1,148.28","1,140.15","","0.20%"
"08/05/2021","1,142.59","1,144.94","1,146.85","1,140.62","","-0.19%"
"08/04/2021","1,144.76","1,148.63","1,149.72","1,140.02","","-0.32%"
"08/03/2021","1,148.44","1,150.36","1,153.91","1,146.59","","-0.15%"
"08/02/2021","1,150.18","1,151.90","1,154.61","1,148.51","","-0.11%"
"07/30/2021","1,151.41","1,143.30","1,154.78","1,142.04","","0.73%"
"07/29/2021","1,143.12","1,150.44","1,152.12","1,140.48","","-0.62%"
"07/28/2021","1,150.27","1,154.44","1,159.96","1,149.24","","-0.34%"
"07/27/2021","1,154.25","1,152.71","1,158.65","1,148.86","","0.15%"
"07/26/2021","1,152.54","1,152.12","1,157.24","1,151.26","","0.09%"
